"","KO.P2.1","KO.P2.2","KO.P2.3","KO.P2.4","WT.P2.1","WT.P2.2","WT.P2.3","WT.P2.4","KO.P10.1","KO.P10.2","KO.P10.3","KO.P10.4","WT.P10.1","WT.P10.2","WT.P10.3","WT.P10.4","KO.2.1","KO.2.2","KO.2.3","KO.2.4","WT.2.1","WT.2.2","WT.2.3","WT.2.4"
"Polg2",4.6901433286528,5.22905332905361,5.33477226522803,5.16303811129875,5.30561899579269,5.23294142281916,5.0176921326516,5.083190321936,5.53638059613836,5.54230294553608,5.5155534992768,5.60324258396894,6.37248877325677,6.54752520062782,6.30481883376684,6.283768106368,5.28702808477894,5.11512592067252,5.2898251407678,5.11392867616242,7.09224236096443,7.051677662377,7.10687504733489,7.37600902086719
"DXErtd242e",6.7147569362975,7.39100591669586,7.26396713136445,7.52992528407856,6.9651280623086,7.3616863722944,7.42246381974097,7.24193097071286,7.1674245266645,7.84484976093672,7.57499165743168,7.44837127653061,8.27728137286374,8.54533858490481,8.75349903183737,8.78961932934923,7.21963739497664,8.20283612365832,8.00478954227363,7.92831686670026,7.60476982698421,8.15007989642489,8.44447373641745,8.01525135338442
"Cd164",7.32054815094017,7.50786623990832,6.89194475393187,7.43209327312508,7.0045036606934,7.04840917386006,6.92283060717514,7.15561629085282,6.90176769611564,6.95243952569501,6.47174832182371,6.87813753287786,7.68922876840865,7.61083848251261,7.53086220053675,7.62549829980826,7.0483034126035,6.82648666303704,6.60606109263058,7.08231010093905,7.30811936807816,7.30957750827673,7.31952743510588,7.42616246437923
"Elovl2",5.79558200653242,5.91940708442623,5.61208627338627,6.08496613924619,5.44805184149287,5.48321481459307,5.37748491659582,5.50537046718281,7.56518059917128,8.17394185648969,7.0589844480992,7.97377908190974,5.8306430644112,6.1668390374955,6.2988794439301,6.31110255803484,7.30956785108133,7.4372652395732,6.95849405182287,7.52064348619505,5.26949326363456,5.54108546099485,5.88158555652862,5.72900581217475
"Crxos",4.44069023135286,4.31499114138179,4.45586138819738,4.4029148688604,4.71076566509907,4.86431324310888,4.63292253750668,4.71390039743068,5.50803308936581,5.63858674184197,5.77407790974919,5.45768849625622,5.33201712948191,5.10842206016826,5.2377091196714,5.45984878005208,6.32872640041376,6.1330328588722,6.50190095999389,6.66887948617128,4.9381967739499,4.99445603051937,5.0491664704101,5.34222632993606
"Gsdme",6.17611165325958,6.86931799326164,6.70225103743546,6.83387259493138,6.43133653974305,6.5628589344723,6.47375639947328,6.10835904175748,6.83303060694076,7.50448402427103,7.19128887418282,7.39583780929834,6.38119302787085,6.05695367166815,6.34791069376956,6.19837552713325,7.42997463414528,7.406298584897,7.36079460376945,7.64105455791076,5.97668807270445,6.15518686731497,6.38505172273776,5.92984492768726
"Cadm1",8.4371952371268,8.05533756127176,8.21128741184194,8.18680425079336,8.62503408145426,8.44615990695983,8.24596659277027,8.35116023739945,8.43573113752066,7.89161944181502,8.26639027564864,8.04803874706862,9.5239380828066,8.93238283792202,8.94309570078591,9.39227916165085,8.69082743721981,8.12471767201862,8.47656755939314,8.55371949880646,9.03215288351386,8.75148598896163,8.76070462033565,9.0514985818306
"Olfm1",6.71555452431611,6.61487464895403,6.71231385932395,6.59290266352688,6.68813388011589,6.64946003976325,6.50199573110271,6.48803514274065,7.44128996455958,7.22568190269237,7.37712105142893,7.19446209709523,6.87756439472088,6.69238097291666,6.53004143351807,6.78128605984506,7.84141838770064,7.45447895356167,7.49828266264611,7.72946881309367,6.64607721131837,6.44557914884291,6.26677215234715,6.50497270116684
"Htra1",7.35757252139024,7.00062437587187,7.24902358055029,7.15830815448759,6.99036361502475,7.06354320030026,6.81820856002182,7.10880153884744,9.85563895920266,9.91955444697713,9.95541405842272,9.91198026705035,8.69499262226101,8.69655963968761,8.68660540488472,8.83095609124291,8.75414339608079,8.45378511521371,8.62967032873008,8.89195465638719,8.16610111371906,8.16261821082317,8.23716227776083,8.32977962601203
"Ybx3",8.11108109666301,8.23508536004071,8.08892715487811,8.30300545754403,8.02988253192552,8.06291938618562,8.0050083979723,7.92973968068534,8.68570430820169,8.75677474404102,8.67432182890007,8.72807827877036,9.36964575482237,9.27214790419992,9.30872382182296,9.31349347303574,8.28984749479956,8.27976173097483,8.19323641662147,8.30492179692382,9.36179956987593,9.52923452124452,9.48606093724804,9.44558113436286
"Mbnl1",6.17781088621573,5.67443287771369,5.70190537435374,5.99486233614651,5.73203751232728,5.85380657167915,5.80370264392213,6.00340373830572,6.46942595820452,6.58343909493364,6.22024149677752,6.3119331439055,7.36310062510439,7.47388549762486,7.44924366975944,7.52662635814067,7.13782056727107,6.93295638618854,6.86287802081136,7.20441256221016,7.4161756114377,7.56225372836881,7.71181970090514,7.73033443397883
"Smpdl3a",5.00258835786251,5.25740238890953,5.32462863045885,5.61243748974165,5.15866859184149,5.38445625684308,5.06021554154666,5.34494388287245,5.5349478395685,5.65024244259196,5.43405605541899,5.4242600218351,4.52602224468047,4.53199924411388,4.35498486925696,4.55848876988218,5.30658158396735,5.43728435372768,5.17759284632085,5.49122487976578,4.20919948873,4.1464555280522,4.47341638213005,4.3169291318629
"Sap30",5.76328974736068,5.37257973681178,5.50042305610481,5.65339094704403,5.18311373042537,5.83010903039009,5.52821580097407,5.72937005388064,4.13784544857786,4.13254358430987,4.21797868794159,4.04613795940838,3.87998473710557,4.01276289415126,3.94454011960328,4.11822453313509,3.47153597041027,3.48541692927347,3.87767062024609,3.5453852275126,4.40717639813149,4.71240910433916,4.82908298338456,4.86735761402401
"Higd2a",9.53372182215143,9.39502587216602,9.26896591451187,9.55702935567611,9.3689848939118,9.4920116177885,9.33072932833987,9.50070633218286,10.101384816678,10.0770530557433,10.0471529763102,10.1054452942255,9.30767311899738,9.14864716533139,9.27119940756985,9.48980141148465,10.2485204616091,10.0068123123661,9.97328556433454,10.2163400337576,9.05807538021871,8.96702726659363,9.07982808594512,9.15421808755196
"Ankrd33b",6.41621913711276,6.0194595602947,7.19163596882275,6.70178903410049,7.83475266147597,7.68922759698155,7.6400166669818,7.48870650644239,4.91455031527814,6.02424282806196,6.21917250194301,5.3650798734184,8.55496277571352,8.12586831035626,8.21740690475171,8.04022181812265,6.53617834701781,6.75851461332318,6.5041203845525,6.86738833224015,8.36644016043596,8.10449909659693,8.18419814037638,7.72979621506916
"Elovl5",8.23339714555445,8.04034615008463,7.91485820829252,8.17040136547477,8.14193872329809,8.12243649269018,8.06308781536934,8.13576886854016,7.6479712547031,7.48493126646475,7.43172024766926,7.58395138183117,7.31154948613986,7.1308032898906,7.0995412067368,7.23038747219097,8.00112018032711,7.71562494394081,7.90091699489154,8.21595488076588,6.9064410627299,6.80241353101174,6.94857388549965,7.16972394761619
"Ssu72",7.02370795315984,6.9112353600418,6.9849052904135,7.10998304409433,7.04050019505122,7.09816627524458,6.96721899821662,7.32284808700406,7.42132623423899,7.36011499354095,7.30158707334247,7.27119684498939,8.75061430553474,8.64194813465239,8.73629797748946,8.89257397118789,7.21452342422852,7.03396240970074,7.24502865178684,7.58976510290246,7.88157704309689,7.9423489086092,8.11826515804168,8.41413096573394
"Reep6",6.144334512013,5.81533598528304,6.1154659049423,6.12267557965373,6.15787026831388,6.48724667606971,6.43570356937558,6.13974815469892,6.84714749622776,6.89888870092394,6.83614187148655,6.7422341245139,10.3686124710815,10.1783110102871,10.1089416484124,10.2353784992729,7.67613268495175,7.39176578050815,7.49338722293816,7.68270184830115,11.55885587177,11.6775903734258,11.4680896764628,11.5898071423089
"Cyb5r1",4.77995780229161,4.38974010640544,4.76556680480853,4.51795084531591,4.57906150466494,4.31925889865692,4.25349535134724,4.50510486515094,4.8230176829338,4.52549689946673,4.69521469143642,4.71307595336294,5.03784970496097,5.24827682681822,5.22274709660101,5.63842429108619,5.93100208819263,5.64111843232653,5.60365002871413,6.02994815991552,6.66581908497659,6.87425470447622,6.6194438487135,6.98253787050926
"Rrp1b",6.6387837082153,6.58329504801055,6.72735692745833,6.71947383182445,6.5607355681316,6.5937431963888,6.53269402087121,6.69185165838043,6.64724873678971,6.76110133183209,6.73628395529479,6.68594335000046,7.64127083172259,7.51173309257306,7.40628424658284,7.4358858571187,7.07728198982347,6.94966408338452,7.08014697744731,7.27962317527991,8.02234432432583,8.06302226101406,7.99726087725398,8.24133425968472
"Acbd6",7.5244554463175,7.60549458564696,7.76553124957619,7.69886453856775,7.51801462623383,7.48299026083373,7.54496635038523,7.62760524564678,8.47355481703653,8.22701518624247,8.47186589569984,8.37444472625338,7.57891238561745,7.54868283946575,7.5632706083939,7.56264633821504,9.01394321680978,8.88318772033627,8.9086774651231,8.8629193516981,7.53776071021666,7.43060844919181,7.39116764006761,7.40445903469425
"Adipor1",6.20934616689307,6.55318260039452,6.63561456573218,6.47585636944646,6.69514452516559,6.76100884379363,6.7976053983252,6.82536091178498,6.79841755946356,6.62776543619172,6.65209784661914,6.68922929424193,7.24342239113208,7.25855391434817,7.18235536988522,7.12903970185723,7.41160027418828,7.10120472472837,7.18024472409799,7.45272367126726,8.82853115464774,8.83227688351565,8.64280055923118,8.88009189571825
"Ppp2r2b",7.36972087123253,7.59425159075269,7.73393970479065,7.54862834788146,8.14613577462583,8.14338654820392,8.08860139711117,8.11975163587951,9.16272474667773,8.85351517486312,9.21114833589258,8.91778530597345,10.896158638562,10.6418076410979,10.5124660343053,10.8579593630824,10.3234709372205,10.0723997772566,10.4237506352754,10.3811190152005,10.686969341557,10.574942461505,10.4313041137897,10.763898265116
"Snhg6",7.69723461642543,5.66587619613665,7.5254031882703,5.38458392664374,8.21098326230781,8.32590675618816,8.32701630211374,8.34131379569535,7.47511286737329,7.44580764948732,6.86220451462546,6.91239326840283,8.64199592614328,8.23419843302662,8.1968551816904,8.72885989203071,6.22088835486948,4.8826747324774,4.99667428225459,7.1256126892012,7.95246357387792,8.15051590618105,8.11403151646241,8.40613390146382
"Cltb",7.65903678013453,7.54856402727976,7.60019766776788,7.60332177769294,7.60462312852991,7.54772490417607,7.53497764035507,7.67736444531005,8.4204432857241,8.36503614700996,8.54566638446533,8.43560991918569,7.12337314620875,6.97174728090075,7.03080753076881,7.24801715750491,9.17350720995008,8.82992726199203,8.85713360083514,9.21870407559296,7.116573521527,6.99820279362406,6.89502691979429,7.15578339142578
"Jam3",7.53588098751236,7.3375932303419,7.19421394354992,7.42708257232706,7.36795648917252,7.27418906173795,7.25559648543434,7.47645067876118,7.20795155944463,7.28592192291472,7.25737162936681,7.28359067444213,6.18820528673665,6.14293949011767,6.10948666197469,6.41822477197974,7.82052400654908,7.68902739806959,7.54403183974301,7.84909086781987,6.00778735849407,5.92723815696988,5.99545843695584,5.96095199466059
"Hmgb2",7.20097829768448,7.07606980056439,6.88217415804554,7.03111496968233,6.44047260641686,6.93002321589282,6.82761027222728,6.82375894879337,3.76464448698588,3.66768564072806,3.61643731403365,3.81931345262821,3.51561489796807,3.44474362291238,3.28880397991074,3.59915351830406,3.05126490371209,2.80906149598175,3.39462794701897,3.59052287014997,3.9358292515798,3.93299359495009,3.8940243302353,4.12458242810755
